order_item_id,order_id,line_number,sku,product_name,product_category,quantity,unit_price,extended_price
OI0323,O0162,1,SKU-HOODIE-003,Zip Hoodie,apparel,1,53.00,53.00
OI0324,O0162,2,SKU-BOTTLE-009,Steel Bottle,home,1,25.00,25.00
OI0325,O0163,1,SKU-BACKPACK-008,Travel Backpack,accessories,1,113.00,113.00
OI0326,O0163,2,SKU-CAP-006,Baseball Cap,accessories,2,27.50,55.00
OI0327,O0164,1,SKU-NOTE-007,Notebook,stationery,1,16.00,16.00
OI0328,O0164,2,SKU-PEN-013,Premium Pen,stationery,1,19.00,19.00
OI0329,O0165,1,SKU-HOODIE-003,Zip Hoodie,apparel,1,45.00,45.00
OI0330,O0165,2,SKU-CABLE-010,USB-C Cable,electronics,1,21.00,21.00
OI0331,O0166,1,SKU-JACKET-005,Light Jacket,apparel,1,99.00,99.00
OI0332,O0166,2,SKU-BOTTLE-009,Steel Bottle,home,2,24.00,48.00
OI0333,O0167,1,SKU-TSHIRT-001,Classic Tee,apparel,2,17.00,34.00
OI0334,O0167,2,SKU-MUG-002,Logo Mug,home,1,20.00,20.00
OI0335,O0168,1,SKU-NOTE-007,Notebook,stationery,1,12.00,12.00
OI0336,O0168,2,SKU-PEN-013,Premium Pen,stationery,1,15.00,15.00
OI0337,O0169,1,SKU-JACKET-005,Light Jacket,apparel,1,94.00,94.00
OI0338,O0169,2,SKU-CAP-006,Baseball Cap,accessories,2,20.00,40.00
OI0339,O0170,1,SKU-TSHIRT-001,Classic Tee,apparel,2,18.00,36.00
OI0340,O0170,2,SKU-MUG-002,Logo Mug,home,2,18.00,36.00
OI0341,O0171,1,SKU-NOTE-007,Notebook,stationery,1,12.00,12.00
OI0342,O0171,2,SKU-MUG-002,Logo Mug,home,1,14.00,14.00
OI0343,O0172,1,SKU-HOODIE-003,Zip Hoodie,apparel,1,57.00,57.00
OI0344,O0172,2,SKU-BOTTLE-009,Steel Bottle,home,2,20.00,40.00
OI0345,O0173,1,SKU-SPEAKER-011,Bluetooth Speaker,electronics,1,360.00,360.00
OI0346,O0173,2,SKU-CASE-012,Phone Case,electronics,2,120.00,240.00
OI0347,O0174,1,SKU-NOTE-007,Notebook,stationery,1,14.00,14.00
OI0348,O0174,2,SKU-PEN-013,Premium Pen,stationery,1,18.00,18.00
OI0349,O0175,1,SKU-TSHIRT-001,Classic Tee,apparel,2,19.50,39.00
OI0350,O0175,2,SKU-MUG-002,Logo Mug,home,2,15.00,30.00
OI0351,O0176,1,SKU-JACKET-005,Light Jacket,apparel,1,89.00,89.00
OI0352,O0176,2,SKU-CAP-006,Baseball Cap,accessories,2,17.50,35.00
OI0353,O0177,1,SKU-NOTE-007,Notebook,stationery,1,13.00,13.00
OI0354,O0177,2,SKU-PEN-013,Premium Pen,stationery,2,12.50,25.00
OI0355,O0178,1,SKU-HOODIE-003,Zip Hoodie,apparel,1,34.00,34.00
OI0356,O0178,2,SKU-BOTTLE-009,Steel Bottle,home,1,25.00,25.00
OI0357,O0179,1,SKU-BACKPACK-008,Travel Backpack,accessories,1,104.00,104.00
OI0358,O0179,2,SKU-CAP-006,Baseball Cap,accessories,2,22.50,45.00
OI0359,O0180,1,SKU-NOTE-007,Notebook,stationery,1,16.00,16.00
OI0360,O0180,2,SKU-PEN-013,Premium Pen,stationery,1,18.00,18.00
OI0361,O0181,1,SKU-TSHIRT-001,Classic Tee,apparel,2,21.00,42.00
OI0362,O0181,2,SKU-MUG-002,Logo Mug,home,1,41.00,41.00
OI0363,O0182,1,SKU-NOTE-007,Notebook,stationery,1,14.00,14.00
OI0364,O0182,2,SKU-PEN-013,Premium Pen,stationery,2,15.50,31.00
OI0365,O0183,1,SKU-HOODIE-003,Zip Hoodie,apparel,1,49.00,49.00
OI0366,O0183,2,SKU-BOTTLE-009,Steel Bottle,home,2,20.00,40.00
OI0367,O0184,1,SKU-BACKPACK-008,Travel Backpack,accessories,1,113.00,113.00
OI0368,O0184,2,SKU-CAP-006,Baseball Cap,accessories,2,30.00,60.00
OI0369,O0185,1,SKU-JACKET-005,Light Jacket,apparel,1,61.00,61.00
OI0370,O0185,2,SKU-BOTTLE-009,Steel Bottle,home,1,35.00,35.00
OI0371,O0186,1,SKU-NOTE-007,Notebook,stationery,1,12.00,12.00
OI0372,O0186,2,SKU-MUG-002,Logo Mug,home,1,16.00,16.00
OI0373,O0187,1,SKU-TSHIRT-001,Classic Tee,apparel,1,29.00,29.00
OI0374,O0187,2,SKU-MUG-002,Logo Mug,home,2,17.50,35.00
OI0375,O0188,1,SKU-JACKET-005,Light Jacket,apparel,1,104.00,104.00
OI0376,O0188,2,SKU-CAP-006,Baseball Cap,accessories,2,25.00,50.00
OI0377,O0189,1,SKU-NOTE-007,Notebook,stationery,1,13.00,13.00
OI0378,O0189,2,SKU-PEN-013,Premium Pen,stationery,1,17.00,17.00
OI0379,O0190,1,SKU-HOODIE-003,Zip Hoodie,apparel,1,44.00,44.00
OI0380,O0190,2,SKU-BOTTLE-009,Steel Bottle,home,1,35.00,35.00
OI0381,O0191,1,SKU-BACKPACK-008,Travel Backpack,accessories,1,102.00,102.00
OI0382,O0191,2,SKU-CAP-006,Baseball Cap,accessories,2,15.00,30.00
OI0383,O0192,1,SKU-NOTE-007,Notebook,stationery,1,12.00,12.00
OI0384,O0192,2,SKU-PEN-013,Premium Pen,stationery,1,25.00,25.00
OI0385,O0193,1,SKU-TSHIRT-001,Classic Tee,apparel,2,19.00,38.00
OI0386,O0193,2,SKU-MUG-002,Logo Mug,home,2,16.50,33.00
OI0387,O0194,1,SKU-SPEAKER-011,Bluetooth Speaker,electronics,1,290.00,290.00
OI0388,O0194,2,SKU-CASE-012,Phone Case,electronics,2,90.00,180.00
OI0389,O0195,1,SKU-NOTE-007,Notebook,stationery,1,12.00,12.00
OI0390,O0195,2,SKU-PEN-013,Premium Pen,stationery,1,13.00,13.00
OI0391,O0196,1,SKU-HOODIE-003,Zip Hoodie,apparel,1,36.00,36.00
OI0392,O0196,2,SKU-BOTTLE-009,Steel Bottle,home,1,25.00,25.00
OI0393,O0197,1,SKU-JACKET-005,Light Jacket,apparel,1,89.00,89.00
OI0394,O0197,2,SKU-CAP-006,Baseball Cap,accessories,2,20.00,40.00
OI0395,O0198,1,SKU-NOTE-007,Notebook,stationery,1,14.00,14.00
OI0396,O0198,2,SKU-PEN-013,Premium Pen,stationery,2,12.50,25.00
OI0397,O0199,1,SKU-TSHIRT-001,Classic Tee,apparel,2,18.00,36.00
OI0398,O0199,2,SKU-MUG-002,Logo Mug,home,2,22.50,45.00
OI0399,O0200,1,SKU-NOTE-007,Notebook,stationery,1,13.00,13.00
OI0400,O0200,2,SKU-PEN-013,Premium Pen,stationery,1,20.00,20.00
OI0401,O0201,1,SKU-HOODIE-003,Zip Hoodie,apparel,1,46.00,46.00
OI0402,O0201,2,SKU-BOTTLE-009,Steel Bottle,home,2,22.50,45.00
OI0403,O0202,1,SKU-BACKPACK-008,Travel Backpack,accessories,1,104.00,104.00
OI0404,O0202,2,SKU-CAP-006,Baseball Cap,accessories,2,27.50,55.00
OI0405,O0203,1,SKU-NOTE-007,Notebook,stationery,1,12.00,12.00
OI0406,O0203,2,SKU-PEN-013,Premium Pen,stationery,1,31.00,31.00
OI0407,O0204,1,SKU-HOODIE-003,Zip Hoodie,apparel,1,52.00,52.00
OI0408,O0204,2,SKU-CABLE-010,USB-C Cable,electronics,1,25.00,25.00
OI0409,O0205,1,SKU-JACKET-005,Light Jacket,apparel,1,101.00,101.00
OI0410,O0205,2,SKU-CAP-006,Baseball Cap,accessories,2,21.00,42.00
OI0411,O0206,1,SKU-TSHIRT-001,Classic Tee,apparel,1,30.00,30.00
OI0412,O0206,2,SKU-MUG-002,Logo Mug,home,2,17.50,35.00
OI0413,O0207,1,SKU-SPEAKER-011,Bluetooth Speaker,electronics,1,225.00,225.00
OI0414,O0207,2,SKU-CASE-012,Phone Case,electronics,2,85.00,170.00
OI0415,O0208,1,SKU-NOTE-007,Notebook,stationery,1,14.00,14.00
OI0416,O0208,2,SKU-PEN-013,Premium Pen,stationery,2,16.50,33.00
OI0417,O0209,1,SKU-JACKET-005,Light Jacket,apparel,1,77.00,77.00
OI0418,O0209,2,SKU-CAP-006,Baseball Cap,accessories,2,19.00,38.00
OI0419,O0210,1,SKU-NOTE-007,Notebook,stationery,1,14.00,14.00
OI0420,O0210,2,SKU-MUG-002,Logo Mug,home,1,14.00,14.00
OI0421,O0211,1,SKU-TSHIRT-001,Classic Tee,apparel,1,27.00,27.00
OI0422,O0211,2,SKU-MUG-002,Logo Mug,home,2,17.50,35.00
OI0423,O0212,1,SKU-BACKPACK-008,Travel Backpack,accessories,1,101.00,101.00
OI0424,O0212,2,SKU-CAP-006,Baseball Cap,accessories,2,25.50,51.00
OI0425,O0213,1,SKU-HOODIE-003,Zip Hoodie,apparel,1,47.00,47.00
OI0426,O0213,2,SKU-BOTTLE-009,Steel Bottle,home,2,20.00,40.00
OI0427,O0214,1,SKU-TSHIRT-001,Classic Tee,apparel,1,25.00,25.00
OI0428,O0214,2,SKU-PEN-013,Premium Pen,stationery,2,14.50,29.00
OI0429,O0215,1,SKU-JACKET-005,Light Jacket,apparel,1,98.00,98.00
OI0430,O0215,2,SKU-CAP-006,Baseball Cap,accessories,2,33.00,66.00
OI0431,O0216,1,SKU-NOTE-007,Notebook,stationery,1,12.00,12.00
OI0432,O0216,2,SKU-MUG-002,Logo Mug,home,2,9.00,18.00
OI0433,O0217,1,SKU-HOODIE-003,Zip Hoodie,apparel,1,59.00,59.00
OI0434,O0217,2,SKU-BOTTLE-009,Steel Bottle,home,1,35.00,35.00
OI0435,O0218,1,SKU-JACKET-005,Light Jacket,apparel,1,87.00,87.00
OI0436,O0218,2,SKU-CAP-006,Baseball Cap,accessories,2,17.50,35.00
OI0437,O0219,1,SKU-NOTE-007,Notebook,stationery,1,13.00,13.00
OI0438,O0219,2,SKU-PEN-013,Premium Pen,stationery,1,16.00,16.00
OI0439,O0220,1,SKU-HOODIE-003,Zip Hoodie,apparel,1,49.00,49.00
OI0440,O0220,2,SKU-BOTTLE-009,Steel Bottle,home,2,20.00,40.00
OI0441,O0221,1,SKU-NOTE-007,Notebook,stationery,2,13.00,26.00
OI0442,O0221,2,SKU-MUG-002,Logo Mug,home,1,0.00,0.00
OI0443,O0222,1,SKU-JACKET-005,Light Jacket,apparel,1,100.00,100.00
OI0444,O0222,2,SKU-CAP-006,Baseball Cap,accessories,2,19.00,38.00
OI0445,O0223,1,SKU-SPEAKER-011,Bluetooth Speaker,electronics,1,265.00,265.00
OI0446,O0223,2,SKU-CASE-012,Phone Case,electronics,2,90.00,180.00
OI0447,O0224,1,SKU-NOTE-007,Notebook,stationery,1,14.00,14.00
OI0448,O0224,2,SKU-PEN-013,Premium Pen,stationery,2,14.00,28.00
OI0449,O0225,1,SKU-HOODIE-003,Zip Hoodie,apparel,1,51.00,51.00
OI0450,O0225,2,SKU-BOTTLE-009,Steel Bottle,home,1,27.00,27.00
OI0451,O0226,1,SKU-TSHIRT-001,Classic Tee,apparel,2,18.00,36.00
OI0452,O0226,2,SKU-MUG-002,Logo Mug,home,2,16.50,33.00
OI0453,O0227,1,SKU-MUG-002,Logo Mug,home,1,24.00,24.00
OI0454,O0227,2,SKU-CABLE-010,USB-C Cable,electronics,1,32.00,32.00
OI0455,O0228,1,SKU-BACKPACK-008,Travel Backpack,accessories,1,109.00,109.00
OI0456,O0228,2,SKU-CAP-006,Baseball Cap,accessories,2,20.00,40.00
OI0457,O0229,1,SKU-TSHIRT-001,Classic Tee,apparel,1,29.00,29.00
OI0458,O0229,2,SKU-MUG-002,Logo Mug,home,2,17.50,35.00
OI0459,O0230,1,SKU-NOTE-007,Notebook,stationery,1,12.00,12.00
OI0460,O0230,2,SKU-PEN-013,Premium Pen,stationery,1,15.00,15.00
OI0461,O0231,1,SKU-JACKET-005,Light Jacket,apparel,1,84.00,84.00
OI0462,O0231,2,SKU-CAP-006,Baseball Cap,accessories,1,27.00,27.00
OI0463,O0232,1,SKU-NOTE-007,Notebook,stationery,2,11.00,22.00
OI0464,O0232,2,SKU-MUG-002,Logo Mug,home,1,23.00,23.00
OI0465,O0233,1,SKU-HOODIE-003,Zip Hoodie,apparel,1,49.00,49.00
OI0466,O0233,2,SKU-BOTTLE-009,Steel Bottle,home,1,35.00,35.00
OI0467,O0234,1,SKU-NOTE-007,Notebook,stationery,1,17.00,17.00
OI0468,O0234,2,SKU-PEN-013,Premium Pen,stationery,1,19.00,19.00
OI0469,O0235,1,SKU-JACKET-005,Light Jacket,apparel,1,93.00,93.00
OI0470,O0235,2,SKU-CAP-006,Baseball Cap,accessories,2,17.00,34.00
OI0471,O0236,1,SKU-MUG-002,Logo Mug,home,1,16.00,16.00
OI0472,O0236,2,SKU-CABLE-010,USB-C Cable,electronics,1,24.00,24.00
OI0473,O0237,1,SKU-HOODIE-003,Zip Hoodie,apparel,1,32.00,32.00
OI0474,O0237,2,SKU-BOTTLE-009,Steel Bottle,home,1,25.00,25.00
OI0475,O0238,1,SKU-BACKPACK-008,Travel Backpack,accessories,1,108.00,108.00
OI0476,O0238,2,SKU-CAP-006,Baseball Cap,accessories,2,27.50,55.00
OI0477,O0239,1,SKU-JACKET-005,Light Jacket,apparel,1,70.00,70.00
OI0478,O0239,2,SKU-BOTTLE-009,Steel Bottle,home,1,35.00,35.00
OI0479,O0240,1,SKU-TSHIRT-001,Classic Tee,apparel,1,22.00,22.00
OI0480,O0240,2,SKU-MUG-002,Logo Mug,home,2,15.00,30.00
